country,iso_code,date,total_vaccinations,people_fully_vaccinated,daily_vaccinations,total_vaccinations_per_hundred,people_fully_vaccinated_per_hundred,vaccines,source_name,source_website,Covaxin,EpiVacCorona,Johnson&Johnson,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,Sinopharm/Beijing,Sinopharm/Wuhan,Sinovac,Sputnik V,vaccine_ratio
Morocco,MAR,2021-02-02,233478,0,51458,2334.78,0.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/Documents/BULLETIN/27.2.21.COVID-19.pdf,,,,,Oxford/AstraZeneca,,Sinopharm/Beijing,,,,0.006325506846821072
Morocco,MAR,2021-02-03,284878,0,51400,2848.78,0.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/Documents/BULLETIN/27.2.21.COVID-19.pdf,,,,,Oxford/AstraZeneca,,Sinopharm/Beijing,,,,0.007718062256438266
Morocco,MAR,2021-02-04,335124,0,50246,3351.24,0.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/Documents/BULLETIN/27.2.21.COVID-19.pdf,,,,,Oxford/AstraZeneca,,Sinopharm/Beijing,,,,0.009079352900633315
Morocco,MAR,2021-02-05,387015,0,51891,3870.15,0.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/Documents/BULLETIN/27.2.21.COVID-19.pdf,,,,,Oxford/AstraZeneca,,Sinopharm/Beijing,,,,0.010485210736439652
Morocco,MAR,2021-02-06,440439,0,53424,4404.39,0.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/Documents/BULLETIN/27.2.21.COVID-19.pdf,,,,,Oxford/AstraZeneca,,Sinopharm/Beijing,,,,0.011932601401875235
Morocco,MAR,2021-02-07,494876,0,54437,4948.76,0.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/Documents/BULLETIN/27.2.21.COVID-19.pdf,,,,,Oxford/AstraZeneca,,Sinopharm/Beijing,,,,0.01340743678773771
Morocco,MAR,2021-02-08,544886,0,50010,5448.86,0.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/Documents/BULLETIN/27.2.21.COVID-19.pdf,,,,,Oxford/AstraZeneca,,Sinopharm/Beijing,,,,0.014762333597756305
Morocco,MAR,2021-02-09,596013,0,51127,5960.13,0.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/Documents/BULLETIN/27.2.21.COVID-19.pdf,,,,,Oxford/AstraZeneca,,Sinopharm/Beijing,,,,0.016147492750042264
Morocco,MAR,2021-02-10,658544,0,62531,6585.44,0.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/Documents/BULLETIN/27.2.21.COVID-19.pdf,,,,,Oxford/AstraZeneca,,Sinopharm/Beijing,,,,0.0178416149741429
Morocco,MAR,2021-02-11,730486,0,71942,7304.86,0.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/Documents/BULLETIN/27.2.21.COVID-19.pdf,,,,,Oxford/AstraZeneca,,Sinopharm/Beijing,,,,0.01979070488228843
Morocco,MAR,2021-02-12,831039,0,100553,8310.39,0.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/Documents/BULLETIN/27.2.21.COVID-19.pdf,,,,,Oxford/AstraZeneca,,Sinopharm/Beijing,,,,0.022514938814258034
Morocco,MAR,2021-02-13,963121,0,132082,9631.21,0.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/Documents/BULLETIN/27.2.21.COVID-19.pdf,,,,,Oxford/AstraZeneca,,Sinopharm/Beijing,,,,0.026093372736691073
Morocco,MAR,2021-02-14,1111801,0,148680,11118.01,0.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/Documents/BULLETIN/27.2.21.COVID-19.pdf,,,,,Oxford/AstraZeneca,,Sinopharm/Beijing,,,,0.030121488267856135
Morocco,MAR,2021-02-15,1277078,0,165277,12770.78,0.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/Documents/BULLETIN/27.2.21.COVID-19.pdf,,,,,Oxford/AstraZeneca,,Sinopharm/Beijing,,,,0.03459925831523553
Morocco,MAR,2021-02-16,1461219,0,184141,14612.19,0.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/Documents/BULLETIN/27.2.21.COVID-19.pdf,,,,,Oxford/AstraZeneca,,Sinopharm/Beijing,,,,0.03958810161644798
Morocco,MAR,2021-02-17,1651919,0,190700,16519.19,0.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/Documents/BULLETIN/27.2.21.COVID-19.pdf,,,,,Oxford/AstraZeneca,,Sinopharm/Beijing,,,,0.044754644741233945
Morocco,MAR,2021-02-18,1848748,0,196829,18487.48,0.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/Documents/BULLETIN/27.2.21.COVID-19.pdf,,,,,Oxford/AstraZeneca,,Sinopharm/Beijing,,,,0.0500872379069838
Morocco,MAR,2021-02-19,2027326,4867,178578,20273.26,48.67,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/Documents/BULLETIN/27.2.21.COVID-19.pdf,,,,,Oxford/AstraZeneca,,Sinopharm/Beijing,,,,0.05492536553224876
Morocco,MAR,2021-02-20,2180562,13476,153236,21805.62,134.76,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/Documents/BULLETIN/27.2.21.COVID-19.pdf,,,,,Oxford/AstraZeneca,,Sinopharm/Beijing,,,,0.0590769145740406
Morocco,MAR,2021-02-21,2319222,0,138660,23192.22,0.0,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/Documents/BULLETIN/27.2.21.COVID-19.pdf,,,,,Oxford/AstraZeneca,,Sinopharm/Beijing,,,,0.0628335630778834
Morocco,MAR,2021-02-22,2443307,23667,124085,24433.07,236.67,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/Documents/BULLETIN/27.2.21.COVID-19.pdf,,,,,Oxford/AstraZeneca,,Sinopharm/Beijing,,,,0.06619533813629487
Morocco,MAR,2021-02-23,2552296,31232,108989,25522.96,312.32,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/Documents/BULLETIN/27.2.21.COVID-19.pdf,,,,,Oxford/AstraZeneca,,Sinopharm/Beijing,,,,0.06914812454755495
Morocco,MAR,2021-02-24,2676286,37310,123990,26762.86,373.1,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/Documents/BULLETIN/27.2.21.COVID-19.pdf,,,,,Oxford/AstraZeneca,,Sinopharm/Beijing,,,,0.07250732581678522
Morocco,MAR,2021-02-25,2814998,43626,138712,28149.98,436.26,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/Documents/BULLETIN/27.2.21.COVID-19.pdf,,,,,Oxford/AstraZeneca,,Sinopharm/Beijing,,,,0.07626538313154826
Morocco,MAR,2021-02-26,2966733,96437,151735,29667.33,964.37,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/Documents/BULLETIN/27.2.21.COVID-19.pdf,,,,,Oxford/AstraZeneca,,Sinopharm/Beijing,,,,0.08037626630427715
Morocco,MAR,2021-02-27,3129120,161906,162387,31291.2,1619.06,"Oxford/AstraZeneca, Sinopharm/Beijing",Ministry of Health,http://www.covidmaroc.ma/Documents/BULLETIN/27.2.21.COVID-19.pdf,,,,,Oxford/AstraZeneca,,Sinopharm/Beijing,,,,0.0847757389755127
Poland,POL,2020-12-29,4300,0,4300,43.0,0.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,,,,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,,,,,0.00011361651377450943
Poland,POL,2020-12-30,21450,0,17150,214.5,0.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,,,,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,,,,,0.0005667614466193551
Poland,POL,2020-12-31,36650,0,15200,366.5,0.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,,,,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,,,,,0.000968382611589714
Poland,POL,2021-01-01,48399,0,11749,483.99,0.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,,,,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,,,,,0.0012788199186447632
Poland,POL,2021-01-02,58077,0,9678,580.77,0.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,,,,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,,,,,0.001534536341972601
Poland,POL,2021-01-03,66216,0,8139,662.16,0.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,,,,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,,,,,0.00174958862234719
Poland,POL,2021-01-04,79105,0,12889,791.05,0.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,,,,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,,,,,0.0020901475167750157
Poland,POL,2021-01-05,98237,0,19132,982.37,0.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,,,,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,,,,,0.0025956617357363915
Poland,POL,2021-01-06,115960,0,17723,1159.6,0.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,,,,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,,,,,0.003063946729602817
Poland,POL,2021-01-07,136154,0,20194,1361.54,0.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,,,,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,,,,,0.00359752158522199
Poland,POL,2021-01-08,157553,0,21399,1575.53,0.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,,,,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,,,,,0.004162935487143089
Poland,POL,2021-01-09,178929,0,21376,1789.29,0.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,,,,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,,,,,0.00472774167282772
Poland,POL,2021-01-10,200675,0,21746,2006.75,0.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,,,,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,,,,,0.005302324163185972
Poland,POL,2021-01-11,224334,0,23659,2243.34,0.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,,,,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,,,,,0.005927452790951348
Poland,POL,2021-01-12,248533,0,24199,2485.33,0.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,,,,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,,,,,0.006566849539051198
Poland,POL,2021-01-13,278369,0,29836,2783.69,0.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,,,,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,,,,,0.007355189609975911
Poland,POL,2021-01-14,310015,0,31646,3100.15,0.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,,,,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,,,,,0.008191354306466172
Poland,POL,2021-01-15,344040,0,34025,3440.4,0.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,,,,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,,,,,0.009090377999763307
Poland,POL,2021-01-16,380794,0,36754,3807.94,0.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,,,,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,,,,,0.01006150854563966
Poland,POL,2021-01-17,418853,671,38059,4188.53,6.71,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,,,,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,,,,,0.011067120382324325
Poland,POL,2021-01-18,452757,3468,33904,4527.57,34.68,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,,,,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,,,,,0.011962946959768735
Poland,POL,2021-01-19,485844,11174,33087,4858.44,111.74,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,,,,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,,,,,0.01283718639959599
Poland,POL,2021-01-20,517640,24992,31796,5176.4,249.92,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,,,,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,,,,,0.013677314462845827
Poland,POL,2021-01-21,551143,39686,33503,5511.43,396.86,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,,,,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,,,,,0.01456254563981964
Poland,POL,2021-01-22,586474,45479,35331,5864.74,454.79,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,,,,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,,,,,0.01549607704637015
Poland,POL,2021-01-23,621311,46980,34837,6213.11,469.8,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,,,,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,,,,,0.016416555765059123
Poland,POL,2021-01-24,655312,47721,34001,6553.12,477.21,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,,,,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,,,,,0.017314945319674726
Poland,POL,2021-01-25,695572,75765,40260,6955.72,757.65,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,,,,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,,,,,0.0183787129579449
Poland,POL,2021-01-26,747605,123044,52033,7476.05,1230.44,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,,,,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,,,,,0.019753552041951655
Poland,POL,2021-01-27,807100,149779,59495,8071.0,1497.79,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,,,,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,,,,,0.02132555541102478
Poland,POL,2021-01-28,871677,179128,64577,8716.77,1791.28,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,,,,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,,,,,0.023031837645912337
Poland,POL,2021-01-29,936935,195481,65258,9369.35,1954.81,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,,,,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,,,,,0.02475611356588837
Poland,POL,2021-01-30,1002045,198478,65110,10020.45,1984.78,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,,,,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,,,,,0.026476478963994955
Poland,POL,2021-01-31,1069106,200537,67061,10691.06,2005.37,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,,,,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,,,,,0.028248394552421088
Poland,POL,2021-02-01,1134067,233129,64961,11340.67,2331.29,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,,,,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,,,,,0.02996482300621316
Poland,POL,2021-02-02,1196492,289190,62425,11964.92,2891.9,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,,,,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,,,,,0.03161424413932333
Poland,POL,2021-02-03,1261253,344432,64761,12612.53,3444.32,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,,,,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,,,,,0.033325388104102634
Poland,POL,2021-02-04,1328334,395375,67081,13283.34,3953.75,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,,,,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,,,,,0.03509783214143005
Poland,POL,2021-02-05,1396432,424730,68098,13964.32,4247.3,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,,,,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,,,,,0.03689714780538738
Poland,POL,2021-02-06,1465607,440365,69175,14656.07,4403.65,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,,,,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,,,,,0.03872492044267847
Poland,POL,2021-02-07,1534150,450496,68543,15341.5,4504.96,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,,,,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,,,,,0.04053599409468922
Poland,POL,2021-02-08,1603221,0,69071,16032.21,0.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,,,,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,,,,,0.04236101879769367
Poland,POL,2021-02-09,1664832,482146,61611,16648.32,4821.46,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,,,,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,,,,,0.04398893206052188
Poland,POL,2021-02-10,1725139,0,60307,17251.39,0.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,,,,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,,,,,0.04558239045498684
Poland,POL,2021-02-11,1786158,580607,61019,17861.58,5806.07,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,,,,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,,,,,0.04719466163033726
Poland,POL,2021-02-12,1850907,624907,64749,18509.07,6249.07,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,,,,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,,,,,0.048905488525775795
Poland,POL,2021-02-13,1917469,640650,66562,19174.69,6406.5,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,,,,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,,,,,0.05066421931411507
Poland,POL,2021-02-14,1983974,645971,66505,19839.74,6459.71,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,,,,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,,,,,0.05242144402308571
Poland,POL,2021-02-15,2047393,658235,63419,20473.93,6582.35,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,,,,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,,,,,0.054097129066589346
Poland,POL,2021-02-16,2112593,691380,65200,21125.93,6913.8,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,,,,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,,,,,0.055819872484751676
Poland,POL,2021-02-17,2184174,774060,71581,21841.74,7740.6,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,,,,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,,,,,0.05771121752486636
Poland,POL,2021-02-18,2264640,865884,80466,22646.4,8658.84,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,,,,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,,,,,0.05983732598937326
Poland,POL,2021-02-19,2348892,916935,84252,23488.92,9169.35,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,,,,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,,,,,0.06206346983089186
Poland,POL,2021-02-20,2433281,925682,84389,24332.81,9256.82,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,,,,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,,,,,0.0642932335473842
Poland,POL,2021-02-21,2517983,929965,84702,25179.83,9299.65,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,,,,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,,,,,0.06653126748918153
Poland,POL,2021-02-22,2603739,934782,85756,26037.39,9347.82,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,,,,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,,,,,0.06879715068807614
Poland,POL,2021-02-23,2695874,0,92135,26958.74,0.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,,,,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,,,,,0.07123158266403298
Poland,POL,2021-02-24,2782430,1031518,86556,27824.3,10315.18,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,,,,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,,,,,0.07351860381897866
Poland,POL,2021-02-25,2864323,0,81893,28643.23,0.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,,,,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,,,,,0.07568241711259166
Poland,POL,2021-02-26,2951328,1168058,87005,29513.28,11680.58,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,,,,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,,,,,0.07798130194537102
Poland,POL,2021-02-27,3037795,0,86467,30377.95,0.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,,,,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,,,,,0.08026597150270602
Poland,POL,2021-02-28,3126537,1186747,88742,31265.37,11867.47,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,,,,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,,,,,0.08261075212256125
Poland,POL,2021-03-01,3215678,1192900,89141,32156.78,11929.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,,,,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,,,,,0.08496607529799696
